MONTH,POINT_ID,YEAR,N_MONTHS,POINT_LON,POINT_LAT,POINT_BALANCE,ALTITUDE_CLIMATE,ELEVATION_DIFFERENCE,aspect,slope,t2m,tp,slhf,sshf,ssrd,fal,str
dec,hn14aa,2003,7,-18.77387068,64.8850131,1.96,1333.9236122108978,-110.47638778910232,1.606406331062317,0.0562455728650093,267.7679590831742,0.0031337905674337,232414.69775533024,701291.0762068348,124740.4666656498,0.8500045509330616,-1551934.4338119728
jan,hn14aa,2003,7,-18.77387068,64.8850131,1.96,1333.9236122108978,-110.47638778910232,1.606406331062317,0.0562455728650093,263.8965169206259,0.0028426402126084,331650.2852150826,971743.3992187144,465148.2322761063,0.8500045509330616,-1506244.7132589691
feb,hn14aa,2003,7,-18.77387068,64.8850131,1.96,1333.9236122108978,-110.47638778910232,1.606406331062317,0.0562455728650093,266.51033856362204,0.0090106604795829,204084.2828346025,1345637.153146125,2511992.859086262,0.8500045509330616,-2090206.0321517407
mar,hn14aa,2003,7,-18.77387068,64.8850131,1.96,1333.9236122108978,-110.47638778910232,1.606406331062317,0.0562455728650093,267.40809202430694,0.0048366562052183,79050.60804480221,723483.9650214396,7909698.940917172,0.8499916030008673,-2231777.4655440776
apr,hn14aa,2003,7,-18.77387068,64.8850131,1.96,1333.9236122108978,-110.47638778910232,1.606406331062317,0.0562455728650093,270.1908406244576,0.0034282163637508,-220238.8590786317,282259.2433344652,13665844.724262968,0.8499916030008673,-1888104.0565669208
may,hn14aa,2003,7,-18.77387068,64.8850131,1.96,1333.9236122108978,-110.47638778910232,1.606406331062317,0.0562455728650093,268.8317682212886,0.0010764493726493,-316150.7665756177,252919.49202024192,22665539.95383242,0.8500045509330616,-3198598.6325744283
jun,hn14aa,2003,4,-18.77387068,64.8850131,-1.72,1333.9236122108978,-110.47638778910232,1.606406331062317,0.0562455728650093,274.9605147943117,0.0020343340400246,-138887.83522805246,379682.2637240018,19747884.76383273,0.8500045509330616,-1098038.742770818
jul,hn14aa,2003,4,-18.77387068,64.8850131,-1.72,1333.9236122108978,-110.47638778910232,1.606406331062317,0.0562455728650093,277.07281957867366,0.0036931631866419,138718.57690018835,546317.0051624754,15458922.83846688,0.8500045509330616,111071.34383440344
aug,hn14aa,2003,4,-18.77387068,64.8850131,-1.72,1333.9236122108978,-110.47638778910232,1.606406331062317,0.0562455728650093,277.276680439149,0.0019921172385749,431677.2250469234,747181.4564675433,12848690.165471977,0.8500045509330616,162930.84417011216
sep,hn14aa,2003,4,-18.77387068,64.8850131,-1.72,1333.9236122108978,-110.47638778910232,1.606406331062317,0.0562455728650093,272.0877994294442,0.0040589208198912,161826.06616513897,725740.8689686877,8836364.525078967,0.8499916030008673,-1526588.3114614016
nov,hn14aa,2003,11,-18.77387068,64.8850131,0.25,1333.9236122108978,-110.47638778910232,1.606406331062317,0.0562455728650093,268.4522807509671,0.0028968669661946,391951.33596813865,1098882.321580349,864929.4453767575,0.8500045509330616,-1498574.1762318225
dec,hn14aa,2003,11,-18.77387068,64.8850131,0.25,1333.9236122108978,-110.47638778910232,1.606406331062317,0.0562455728650093,267.7679590831742,0.0031337905674337,232414.69775533024,701291.0762068348,124740.4666656498,0.8500045509330616,-1551934.4338119728
jan,hn14aa,2003,11,-18.77387068,64.8850131,0.25,1333.9236122108978,-110.47638778910232,1.606406331062317,0.0562455728650093,263.8965169206259,0.0028426402126084,331650.2852150826,971743.3992187144,465148.2322761063,0.8500045509330616,-1506244.7132589691
feb,hn14aa,2003,11,-18.77387068,64.8850131,0.25,1333.9236122108978,-110.47638778910232,1.606406331062317,0.0562455728650093,266.51033856362204,0.0090106604795829,204084.2828346025,1345637.153146125,2511992.859086262,0.8500045509330616,-2090206.0321517407
mar,hn14aa,2003,11,-18.77387068,64.8850131,0.25,1333.9236122108978,-110.47638778910232,1.606406331062317,0.0562455728650093,267.40809202430694,0.0048366562052183,79050.60804480221,723483.9650214396,7909698.940917172,0.8499916030008673,-2231777.4655440776
apr,hn14aa,2003,11,-18.77387068,64.8850131,0.25,1333.9236122108978,-110.47638778910232,1.606406331062317,0.0562455728650093,270.1908406244576,0.0034282163637508,-220238.8590786317,282259.2433344652,13665844.724262968,0.8499916030008673,-1888104.0565669208
may,hn14aa,2003,11,-18.77387068,64.8850131,0.25,1333.9236122108978,-110.47638778910232,1.606406331062317,0.0562455728650093,268.8317682212886,0.0010764493726493,-316150.7665756177,252919.49202024192,22665539.95383242,0.8500045509330616,-3198598.6325744283
jun,hn14aa,2003,11,-18.77387068,64.8850131,0.25,1333.9236122108978,-110.47638778910232,1.606406331062317,0.0562455728650093,274.9605147943117,0.0020343340400246,-138887.83522805246,379682.2637240018,19747884.76383273,0.8500045509330616,-1098038.742770818
jul,hn14aa,2003,11,-18.77387068,64.8850131,0.25,1333.9236122108978,-110.47638778910232,1.606406331062317,0.0562455728650093,277.07281957867366,0.0036931631866419,138718.57690018835,546317.0051624754,15458922.83846688,0.8500045509330616,111071.34383440344
aug,hn14aa,2003,11,-18.77387068,64.8850131,0.25,1333.9236122108978,-110.47638778910232,1.606406331062317,0.0562455728650093,277.276680439149,0.0019921172385749,431677.2250469234,747181.4564675433,12848690.165471977,0.8500045509330616,162930.84417011216
sep,hn14aa,2003,11,-18.77387068,64.8850131,0.25,1333.9236122108978,-110.47638778910232,1.606406331062317,0.0562455728650093,272.0877994294442,0.0040589208198912,161826.06616513897,725740.8689686877,8836364.525078967,0.8499916030008673,-1526588.3114614016
oct,hn15aa,1996,8,-18.77489585,64.86952952,2.27,1333.9236122108978,-169.37638778910218,1.606406331062317,0.0562455728650093,267.6875632508741,0.0045731651341014,99625.76971907356,451903.1900359362,3542891.828841958,0.8500045509330616,-1145229.220568264
nov,hn15aa,1996,8,-18.77489585,64.86952952,2.27,1333.9236122108978,-169.37638778910218,1.606406331062317,0.0562455728650093,266.8347931725476,0.0015219094155321,147898.26441640127,517729.5551640014,906710.7602772656,0.8499916030008673,-1272793.586345811
dec,hn15aa,1996,8,-18.77489585,64.86952952,2.27,1333.9236122108978,-169.37638778910218,1.606406331062317,0.0562455728650093,263.51655090368354,0.0043664483821754,110704.70292829628,881467.2413287964,132217.123016268,0.8500045509330616,-1934627.5311446143
jan,hn15aa,1996,8,-18.77489585,64.86952952,2.27,1333.9236122108978,-169.37638778910218,1.606406331062317,0.0562455728650093,265.8609507991501,0.002268710075659,437849.7735492047,1150414.9617091771,483180.1681805365,0.8499916030008673,-1479898.08607877
feb,hn15aa,1996,8,-18.77489585,64.86952952,2.27,1333.9236122108978,-169.37638778910218,1.606406331062317,0.0562455728650093,263.15189837860794,0.0047977148452605,247292.12235057168,913063.8965902678,2585000.2093334664,0.8500045509330616,-1638644.8523797174
mar,hn15aa,1996,8,-18.77489585,64.86952952,2.27,1333.9236122108978,-169.37638778910218,1.606406331062317,0.0562455728650093,267.1228782382898,0.0032160405426719,132862.56934674177,969486.4952714662,8374571.044599668,0.8500045509330616,-2326325.1719439067
apr,hn15aa,1996,8,-18.77489585,64.86952952,2.27,1333.9236122108978,-169.37638778910218,1.606406331062317,0.0562455728650093,268.5197558245047,0.0027633017409185,-354135.6804358107,270222.4222824762,14553367.81341271,0.8500174988652558,-2182419.2272824384
may,hn15aa,1996,8,-18.77489585,64.86952952,2.27,1333.9236122108978,-169.37638778910218,1.606406331062317,0.0562455728650093,270.0171282010948,0.0014684105378329,-375185.6535333339,113743.74860661804,21132385.598641142,0.8500045509330616,-2594293.7154792245
jun,hn15aa,1996,5,-18.77489585,64.86952952,-1.21,1333.9236122108978,-169.37638778910218,1.606406331062317,0.0562455728650093,273.8990983893015,0.0025245584499618,-164527.65208368236,334920.3354369174,21743272.402818047,0.8500045509330616,-1635476.5870858962
jul,hn15aa,1996,5,-18.77489585,64.86952952,-1.21,1333.9236122108978,-169.37638778910218,1.606406331062317,0.0562455728650093,276.0650003951969,0.0021726304585666,144574.58445363445,943908.2505359896,18231882.737916395,0.8500045509330616,-1161404.0486472468
aug,hn15aa,1996,5,-18.77489585,64.86952952,-1.21,1333.9236122108978,-169.37638778910218,1.606406331062317,0.0562455728650093,275.37206488822903,0.0028597452959544,86805.86129125813,725740.8689686877,12669690.216371903,0.8500045509330616,-884931.2140600923
sep,hn15aa,1996,5,-18.77489585,64.86952952,-1.21,1333.9236122108978,-169.37638778910218,1.606406331062317,0.0562455728650093,275.4223122834166,0.0032033027146483,579343.5776784224,1115056.7998689597,7582045.47143424,0.8499916030008673,-335320.5609845426
oct,hn15aa,1996,5,-18.77489585,64.86952952,-1.21,1333.9236122108978,-169.37638778910218,1.606406331062317,0.0562455728650093,267.6875632508741,0.0045731651341014,99625.76971907356,451903.1900359362,3542891.828841958,0.8500045509330616,-1145229.220568264
oct,hn15aa,1996,13,-18.77489585,64.86952952,1.06,1333.9236122108978,-169.37638778910218,1.606406331062317,0.0562455728650093,267.6875632508741,0.0045731651341014,99625.76971907356,451903.1900359362,3542891.828841958,0.8500045509330616,-1145229.220568264
nov,hn15aa,1996,13,-18.77489585,64.86952952,1.06,1333.9236122108978,-169.37638778910218,1.606406331062317,0.0562455728650093,266.8347931725476,0.0015219094155321,147898.26441640127,517729.5551640014,906710.7602772656,0.8499916030008673,-1272793.586345811
dec,hn15aa,1996,13,-18.77489585,64.86952952,1.06,1333.9236122108978,-169.37638778910218,1.606406331062317,0.0562455728650093,263.51655090368354,0.0043664483821754,110704.70292829628,881467.2413287964,132217.123016268,0.8500045509330616,-1934627.5311446143
jan,hn15aa,1996,13,-18.77489585,64.86952952,1.06,1333.9236122108978,-169.37638778910218,1.606406331062317,0.0562455728650093,265.8609507991501,0.002268710075659,437849.7735492047,1150414.9617091771,483180.1681805365,0.8499916030008673,-1479898.08607877
feb,hn15aa,1996,13,-18.77489585,64.86952952,1.06,1333.9236122108978,-169.37638778910218,1.606406331062317,0.0562455728650093,263.15189837860794,0.0047977148452605,247292.12235057168,913063.8965902678,2585000.2093334664,0.8500045509330616,-1638644.8523797174
mar,hn15aa,1996,13,-18.77489585,64.86952952,1.06,1333.9236122108978,-169.37638778910218,1.606406331062317,0.0562455728650093,267.1228782382898,0.0032160405426719,132862.56934674177,969486.4952714662,8374571.044599668,0.8500045509330616,-2326325.1719439067
apr,hn15aa,1996,13,-18.77489585,64.86952952,1.06,1333.9236122108978,-169.37638778910218,1.606406331062317,0.0562455728650093,268.5197558245047,0.0027633017409185,-354135.6804358107,270222.4222824762,14553367.81341271,0.8500174988652558,-2182419.2272824384
may,hn15aa,1996,13,-18.77489585,64.86952952,1.06,1333.9236122108978,-169.37638778910218,1.606406331062317,0.0562455728650093,270.0171282010948,0.0014684105378329,-375185.6535333339,113743.74860661804,21132385.598641142,0.8500045509330616,-2594293.7154792245
jun,hn15aa,1996,13,-18.77489585,64.86952952,1.06,1333.9236122108978,-169.37638778910218,1.606406331062317,0.0562455728650093,273.8990983893015,0.0025245584499618,-164527.65208368236,334920.3354369174,21743272.402818047,0.8500045509330616,-1635476.5870858962
jul,hn15aa,1996,13,-18.77489585,64.86952952,1.06,1333.9236122108978,-169.37638778910218,1.606406331062317,0.0562455728650093,276.0650003951969,0.0021726304585666,144574.58445363445,943908.2505359896,18231882.737916395,0.8500045509330616,-1161404.0486472468
aug,hn15aa,1996,13,-18.77489585,64.86952952,1.06,1333.9236122108978,-169.37638778910218,1.606406331062317,0.0562455728650093,275.37206488822903,0.0028597452959544,86805.86129125813,725740.8689686877,12669690.216371903,0.8500045509330616,-884931.2140600923
sep,hn15aa,1996,13,-18.77489585,64.86952952,1.06,1333.9236122108978,-169.37638778910218,1.606406331062317,0.0562455728650093,275.4223122834166,0.0032033027146483,579343.5776784224,1115056.7998689597,7582045.47143424,0.8499916030008673,-335320.5609845426
oct,hn15aa,1998,8,-18.77489585,64.86952952,1.85,1333.9236122108978,-168.47638778910232,1.606406331062317,0.0562455728650093,269.81853135344863,0.0039057029456644,82849.09943082184,350718.6630676531,3355975.4200765267,0.8500045509330616,-874092.411739124
nov,hn15aa,1998,8,-18.77489585,64.86952952,1.85,1333.9236122108978,-168.47638778910232,1.606406331062317,0.0562455728650093,268.106291544104,0.0024022753009351,185250.09637892435,604996.5077909222,772570.7492808979,0.8500045509330616,-1420868.3011307283
dec,hn15aa,1998,8,-18.77489585,64.86952952,1.85,1333.9236122108978,-168.47638778910232,1.606406331062317,0.0562455728650093,266.3284908477051,0.0034198457910496,330700.6623685779,1007101.5610589324,137494.762793174,0.8500045509330616,-1478230.57802939
jan,hn15aa,1998,8,-18.77489585,64.86952952,1.85,1333.9236122108978,-168.47638778910232,1.606406331062317,0.0562455728650093,264.3114168408891,0.0031010361525159,308067.9845268801,1001835.4518486873,495054.8576785754,0.8499916030008673,-1671661.5117574355
feb,hn15aa,1998,8,-18.77489585,64.86952952,1.85,1333.9236122108978,-168.47638778910232,1.606406331062317,0.0562455728650093,262.2531878246814,0.0046117425561158,249507.90899241625,848365.9834358264,2621064.081142327,0.8500045509330616,-1908947.9071841675
mar,hn15aa,1998,8,-18.77489585,64.86952952,1.85,1333.9236122108978,-168.47638778910232,1.606406331062317,0.0562455728650093,261.4846419516217,0.0039370016088081,86172.77939358866,816017.0268586059,8016571.146399524,0.8499916030008673,-2277133.684487205
apr,hn15aa,1998,8,-18.77489585,64.86952952,1.85,1333.9236122108978,-168.47638778910232,1.606406331062317,0.0562455728650093,266.3122202625967,0.0019138705807156,-122744.24683747068,350718.6630676531,15050785.362386126,0.8499916030008673,-2335496.466215495
may,hn15aa,1998,8,-18.77489585,64.86952952,1.85,1333.9236122108978,-168.47638778910232,1.606406331062317,0.0562455728650093,270.9641719637256,0.0019604546374877,-326596.617887171,182579.31899768068,20677628.97119772,0.8500045509330616,-2422373.635588177
jun,hn15aa,1998,5,-18.77489585,64.86952952,-0.65,1333.9236122108978,-168.47638778910232,1.606406331062317,0.0562455728650093,273.138687808796,0.0016332744262527,-145535.1951535861,495160.5156915221,22742065.730597563,0.8500045509330616,-2521923.866136146
jul,hn15aa,1998,5,-18.77489585,64.86952952,-0.65,1333.9236122108978,-168.47638778910232,1.606406331062317,0.0562455728650093,275.513714687996,0.0026948814075346,-71148.07217737567,509454.2406907589,16807799.60478118,0.8500045509330616,-859084.8392947069
aug,hn15aa,1998,5,-18.77489585,64.86952952,-0.65,1333.9236122108978,-168.47638778910232,1.606406331062317,0.0562455728650093,275.91473675625497,0.0034256687981461,411576.8747959053,888237.9531705403,12561498.600945326,0.8500045509330616,-512576.666633605
sep,hn15aa,1998,5,-18.77489585,64.86952952,-0.65,1333.9236122108978,-168.47638778910232,1.606406331062317,0.0562455728650093,272.1954724191319,0.0021799092174373,-79536.40732150152,604620.3571330477,8549172.960552318,0.8500045509330616,-1415699.0261776512
oct,hn15aa,1998,5,-18.77489585,64.86952952,-0.65,1333.9236122108978,-168.47638778910232,1.606406331062317,0.0562455728650093,269.81853135344863,0.0039057029456644,82849.09943082184,350718.6630676531,3355975.4200765267,0.8500045509330616,-874092.411739124
oct,hn15aa,1998,13,-18.77489585,64.86952952,1.2,1333.9236122108978,-168.47638778910232,1.606406331062317,0.0562455728650093,269.81853135344863,0.0039057029456644,82849.09943082184,350718.6630676531,3355975.4200765267,0.8500045509330616,-874092.411739124
nov,hn15aa,1998,13,-18.77489585,64.86952952,1.2,1333.9236122108978,-168.47638778910232,1.606406331062317,0.0562455728650093,268.106291544104,0.0024022753009351,185250.09637892435,604996.5077909222,772570.7492808979,0.8500045509330616,-1420868.3011307283
dec,hn15aa,1998,13,-18.77489585,64.86952952,1.2,1333.9236122108978,-168.47638778910232,1.606406331062317,0.0562455728650093,266.3284908477051,0.0034198457910496,330700.6623685779,1007101.5610589324,137494.762793174,0.8500045509330616,-1478230.57802939
jan,hn15aa,1998,13,-18.77489585,64.86952952,1.2,1333.9236122108978,-168.47638778910232,1.606406331062317,0.0562455728650093,264.3114168408891,0.0031010361525159,308067.9845268801,1001835.4518486873,495054.8576785754,0.8499916030008673,-1671661.5117574355
feb,hn15aa,1998,13,-18.77489585,64.86952952,1.2,1333.9236122108978,-168.47638778910232,1.606406331062317,0.0562455728650093,262.2531878246814,0.0046117425561158,249507.90899241625,848365.9834358264,2621064.081142327,0.8500045509330616,-1908947.9071841675
mar,hn15aa,1998,13,-18.77489585,64.86952952,1.2,1333.9236122108978,-168.47638778910232,1.606406331062317,0.0562455728650093,261.4846419516217,0.0039370016088081,86172.77939358866,816017.0268586059,8016571.146399524,0.8499916030008673,-2277133.684487205
apr,hn15aa,1998,13,-18.77489585,64.86952952,1.2,1333.9236122108978,-168.47638778910232,1.606406331062317,0.0562455728650093,266.3122202625967,0.0019138705807156,-122744.24683747068,350718.6630676531,15050785.362386126,0.8499916030008673,-2335496.466215495
may,hn15aa,1998,13,-18.77489585,64.86952952,1.2,1333.9236122108978,-168.47638778910232,1.606406331062317,0.0562455728650093,270.9641719637256,0.0019604546374877,-326596.617887171,182579.31899768068,20677628.97119772,0.8500045509330616,-2422373.635588177
jun,hn15aa,1998,13,-18.77489585,64.86952952,1.2,1333.9236122108978,-168.47638778910232,1.606406331062317,0.0562455728650093,273.138687808796,0.0016332744262527,-145535.1951535861,495160.5156915221,22742065.730597563,0.8500045509330616,-2521923.866136146
jul,hn15aa,1998,13,-18.77489585,64.86952952,1.2,1333.9236122108978,-168.47638778910232,1.606406331062317,0.0562455728650093,275.513714687996,0.0026948814075346,-71148.07217737567,509454.2406907589,16807799.60478118,0.8500045509330616,-859084.8392947069
aug,hn15aa,1998,13,-18.77489585,64.86952952,1.2,1333.9236122108978,-168.47638778910232,1.606406331062317,0.0562455728650093,275.91473675625497,0.0034256687981461,411576.8747959053,888237.9531705403,12561498.600945326,0.8500045509330616,-512576.666633605
sep,hn15aa,1998,13,-18.77489585,64.86952952,1.2,1333.9236122108978,-168.47638778910232,1.606406331062317,0.0562455728650093,272.1954724191319,0.0021799092174373,-79536.40732150152,604620.3571330477,8549172.960552318,0.8500045509330616,-1415699.0261776512
nov,hn15aa,1999,7,-18.77489585,64.86952952,1.96,1333.9236122108978,-168.07638778910223,1.606406331062317,0.0562455728650093,265.3240214905742,0.0046612381164361,203926.01236018536,838209.9156732108,915506.826572109,0.8500045509330616,-1449215.937970183
dec,hn15aa,1999,7,-18.77489585,64.86952952,1.96,1333.9236122108978,-168.07638778910223,1.606406331062317,0.0562455728650093,265.0536426498029,0.0040873079794867,276097.34869455174,986037.1242179512,129578.30312781408,0.8500045509330616,-1661322.9618512816
jan,hn15aa,1999,7,-18.77489585,64.86952952,1.96,1333.9236122108978,-168.07638778910223,1.606406331062317,0.0562455728650093,263.8601473774425,0.0040720225858583,279737.5696061533,997321.6439541914,425565.93394930847,0.8500045509330616,-1400858.204538172
feb,hn15aa,1999,7,-18.77489585,64.86952952,1.96,1333.9236122108978,-168.07638778910223,1.606406331062317,0.0562455728650093,261.99190136970594,0.004970585368438,162617.41853722557,786677.2755443822,2671641.4623376783,0.8500045509330616,-2041514.7971098532
mar,hn15aa,1999,7,-18.77489585,64.86952952,1.96,1333.9236122108978,-168.07638778910223,1.606406331062317,0.0562455728650093,261.6645754810553,0.0014298331158185,114661.46478873304,579418.2630554454,8356978.9120099805,0.8500045509330616,-2154905.344467673
apr,hn15aa,1999,7,-18.77489585,64.86952952,1.96,1333.9236122108978,-168.07638778910223,1.606406331062317,0.0562455728650093,265.8475514937668,0.0020310585985328,-124643.4925304805,342067.1979365358,16289271.496700136,0.8499916030008673,-2513753.076694185
may,hn15aa,1999,7,-18.77489585,64.86952952,1.96,1333.9236122108978,-168.07638778910223,1.606406331062317,0.0562455728650093,271.0656238473424,0.0031341545053773,-478852.8142767763,34752.11045293976,20544368.566830836,0.8500045509330616,-2354339.3071734854
jun,hn15aa,1999,4,-18.77489585,64.86952952,-0.42,1333.9236122108978,-168.07638778910223,1.606406331062317,0.0562455728650093,273.77754754760963,0.0027047077320099,-223404.26856698096,478986.0374029116,21731397.71332001,0.8500045509330616,-1835244.0514015844
jul,hn15aa,1999,4,-18.77489585,64.86952952,-0.42,1333.9236122108978,-168.07638778910223,1.606406331062317,0.0562455728650093,276.57130272003945,0.0025784212656044,293190.5599316377,894632.5143544092,17801755.09609853,0.8500045509330616,-796553.2874429682
aug,hn15aa,1999,4,-18.77489585,64.86952952,-0.42,1333.9236122108978,-168.07638778910223,1.606406331062317,0.0562455728650093,276.500477820156,0.0020459800542176,249033.0975691639,899522.47290678,13996576.816949094,0.8500045509330616,-825567.9275021749
sep,hn15aa,1999,4,-18.77489585,64.86952952,-0.42,1333.9236122108978,-168.07638778910223,1.606406331062317,0.0562455728650093,272.4983924301199,0.0055197677252272,-53421.77904261928,378553.81175037776,8044278.755228283,0.8500045509330616,-1182247.899264493
nov,hn15aa,1999,11,-18.77489585,64.86952952,1.54,1333.9236122108978,-168.07638778910223,1.606406331062317,0.0562455728650093,265.3240214905742,0.0046612381164361,203926.01236018536,838209.9156732108,915506.826572109,0.8500045509330616,-1449215.937970183
dec,hn15aa,1999,11,-18.77489585,64.86952952,1.54,1333.9236122108978,-168.07638778910223,1.606406331062317,0.0562455728650093,265.0536426498029,0.0040873079794867,276097.34869455174,986037.1242179512,129578.30312781408,0.8500045509330616,-1661322.9618512816
jan,hn15aa,1999,11,-18.77489585,64.86952952,1.54,1333.9236122108978,-168.07638778910223,1.606406331062317,0.0562455728650093,263.8601473774425,0.0040720225858583,279737.5696061533,997321.6439541914,425565.93394930847,0.8500045509330616,-1400858.204538172
feb,hn15aa,1999,11,-18.77489585,64.86952952,1.54,1333.9236122108978,-168.07638778910223,1.606406331062317,0.0562455728650093,261.99190136970594,0.004970585368438,162617.41853722557,786677.2755443822,2671641.4623376783,0.8500045509330616,-2041514.7971098532
mar,hn15aa,1999,11,-18.77489585,64.86952952,1.54,1333.9236122108978,-168.07638778910223,1.606406331062317,0.0562455728650093,261.6645754810553,0.0014298331158185,114661.46478873304,579418.2630554454,8356978.9120099805,0.8500045509330616,-2154905.344467673
apr,hn15aa,1999,11,-18.77489585,64.86952952,1.54,1333.9236122108978,-168.07638778910223,1.606406331062317,0.0562455728650093,265.8475514937668,0.0020310585985328,-124643.4925304805,342067.1979365358,16289271.496700136,0.8499916030008673,-2513753.076694185
may,hn15aa,1999,11,-18.77489585,64.86952952,1.54,1333.9236122108978,-168.07638778910223,1.606406331062317,0.0562455728650093,271.0656238473424,0.0031341545053773,-478852.8142767763,34752.11045293976,20544368.566830836,0.8500045509330616,-2354339.3071734854
jun,hn15aa,1999,11,-18.77489585,64.86952952,1.54,1333.9236122108978,-168.07638778910223,1.606406331062317,0.0562455728650093,273.77754754760963,0.0027047077320099,-223404.26856698096,478986.0374029116,21731397.71332001,0.8500045509330616,-1835244.0514015844
jul,hn15aa,1999,11,-18.77489585,64.86952952,1.54,1333.9236122108978,-168.07638778910223,1.606406331062317,0.0562455728650093,276.57130272003945,0.0025784212656044,293190.5599316377,894632.5143544092,17801755.09609853,0.8500045509330616,-796553.2874429682
aug,hn15aa,1999,11,-18.77489585,64.86952952,1.54,1333.9236122108978,-168.07638778910223,1.606406331062317,0.0562455728650093,276.500477820156,0.0020459800542176,249033.0975691639,899522.47290678,13996576.816949094,0.8500045509330616,-825567.9275021749
sep,hn15aa,1999,11,-18.77489585,64.86952952,1.54,1333.9236122108978,-168.07638778910223,1.606406331062317,0.0562455728650093,272.4983924301199,0.0055197677252272,-53421.77904261928,378553.81175037776,8044278.755228283,0.8500045509330616,-1182247.899264493
oct,hn15aa,2000,8,-18.77489585,64.86952952,1.73,1333.9236122108978,-167.47638778910232,1.606406331062317,0.0562455728650093,269.11554636744324,0.0037353799880916,184458.7440068368,516601.1031903776,3793139.9149302654,0.8500045509330616,-1233440.39638045
nov,hn15aa,2000,8,-18.77489585,64.86952952,1.73,1333.9236122108978,-167.47638778910232,1.606406331062317,0.0562455728650093,265.7647629283625,0.0031811025000929,401764.1053820215,751319.1137041645,859651.8055998515,0.8499916030008673,-1308811.7602124126
dec,hn15aa,2000,8,-18.77489585,64.86952952,1.73,1333.9236122108978,-167.47638778910232,1.606406331062317,0.0562455728650093,261.9971653825351,0.0028473714058743,308859.3368989676,1023276.0393475424,126059.87660987677,0.8500045509330616,-1507912.2213083487
jan,hn15aa,2000,8,-18.77489585,64.86952952,1.73,1333.9236122108978,-167.47638778910232,1.606406331062317,0.0562455728650093,264.5061853155686,0.0035486798230598,298096.94463857915,936009.0867206216,418529.0809134338,0.8499916030008673,-1570110.2715502116
feb,hn15aa,2000,8,-18.77489585,64.86952952,1.73,1333.9236122108978,-167.47638778910232,1.606406331062317,0.0562455728650093,262.2479238118522,0.0044912790968068,291291.3142386284,1109414.5400008392,2697150.054592725,0.8500045509330616,-1979483.4976729285
mar,hn15aa,2000,8,-18.77489585,64.86952952,1.73,1333.9236122108978,-167.47638778910232,1.606406331062317,0.0562455728650093,264.2640407254265,0.005723572973605,2922.5098499995656,640730.8202890148,7414920.211832208,0.8500045509330616,-1873596.7365373173
apr,hn15aa,2000,8,-18.77489585,64.86952952,1.73,1333.9236122108978,-167.47638778910232,1.606406331062317,0.0562455728650093,264.0439092798428,0.0016452843783893,-38860.89539621212,773512.0025187694,17193507.11181008,0.8500045509330616,-3346339.84574947
may,hn15aa,2000,8,-18.77489585,64.86952952,1.73,1333.9236122108978,-167.47638778910232,1.606406331062317,0.0562455728650093,270.4822755165456,0.0025074533666158,-587426.3597271601,32871.35716356663,21236179.1809203,0.8500045509330616,-2430210.9234202616
jun,hn15aa,2000,4,-18.77489585,64.86952952,-1.2,1333.9236122108978,-167.47638778910232,1.606406331062317,0.0562455728650093,273.03580028531667,0.0015568474581111,-371703.7030961495,355608.6216200236,23228048.393387683,0.8500045509330616,-2490241.213197931
jul,hn15aa,2000,4,-18.77489585,64.86952952,-1.2,1333.9236122108978,-167.47638778910232,1.606406331062317,0.0562455728650093,277.54801637316194,0.0016751272897589,414584.01380983647,1026661.3952684146,18109177.613103323,0.8500045509330616,-650646.3331222441
aug,hn15aa,2000,4,-18.77489585,64.86952952,-1.2,1333.9236122108978,-167.47638778910232,1.606406331062317,0.0562455728650093,275.9554132190259,0.0019142345186592,297147.3217920745,740786.8952836739,13785031.4225581,0.8500045509330616,-966639.1084796976
sep,hn15aa,2000,4,-18.77489585,64.86952952,-1.2,1333.9236122108978,-167.47638778910232,1.606406331062317,0.0562455728650093,273.1827140979128,0.0027425572781372,56259.65972868679,705804.8841013308,8756760.125110632,0.8499916030008673,-1619135.008201975
oct,hn15aa,2000,12,-18.77489585,64.86952952,0.52,1333.9236122108978,-167.47638778910232,1.606406331062317,0.0562455728650093,269.11554636744324,0.0037353799880916,184458.7440068368,516601.1031903776,3793139.9149302654,0.8500045509330616,-1233440.39638045
nov,hn15aa,2000,12,-18.77489585,64.86952952,0.52,1333.9236122108978,-167.47638778910232,1.606406331062317,0.0562455728650093,265.7647629283625,0.0031811025000929,401764.1053820215,751319.1137041645,859651.8055998515,0.8499916030008673,-1308811.7602124126
dec,hn15aa,2000,12,-18.77489585,64.86952952,0.52,1333.9236122108978,-167.47638778910232,1.606406331062317,0.0562455728650093,261.9971653825351,0.0028473714058743,308859.3368989676,1023276.0393475424,126059.87660987677,0.8500045509330616,-1507912.2213083487
jan,hn15aa,2000,12,-18.77489585,64.86952952,0.52,1333.9236122108978,-167.47638778910232,1.606406331062317,0.0562455728650093,264.5061853155686,0.0035486798230598,298096.94463857915,936009.0867206216,418529.0809134338,0.8499916030008673,-1570110.2715502116
feb,hn15aa,2000,12,-18.77489585,64.86952952,0.52,1333.9236122108978,-167.47638778910232,1.606406331062317,0.0562455728650093,262.2479238118522,0.0044912790968068,291291.3142386284,1109414.5400008392,2697150.054592725,0.8500045509330616,-1979483.4976729285
